,ticker,5 YR Open,5 YR Close,Percentage Change,Annualized % Change,eps 2019,eps 2020,eps 2021,eps 2022,eps 2023,AVG Annual EPS,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
215,c,62.2200,63.2400,1.639344262295087,0.32786885245901737,7.84,5.18,9.86,7.21,5.59,7.136,Citigroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/93e64c9c-80eb-11ea-805d-00000000092a.png,http://www.citigroup.com/,A,High,BB,Medium,BB,Medium,515,300,303,1118,16-04-2022,BBB,High,831001
216,cat,135.4900,366.4300,170.44800354269688,34.08960070853938,11.06,6.09,10.82,14.28,21.21,12.692000000000002,Caterpillar Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295903678.jpeg,https://www.caterpillar.com/en.html,B,Medium,B,Medium,B,Medium,235,239,235,709,07-06-2022,B,Medium,18230
217,cbre,49.4500,97.2400,96.64307381193123,19.328614762386245,3.71,3.28,5.41,5.68,3.84,4.384,CBRE Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/96608490-80eb-11ea-a287-00000000092a.png,https://www.cbre.us,B,Medium,B,Medium,B,Medium,200,209,200,609,10-06-2022,B,Medium,1138118
218,cci,128.0000,105.8300,-17.3203125,-3.4640625,1.97,1.72,2.67,3.86,3.46,2.736,Crown Castle Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/9955c1da-80eb-11ea-9b73-00000000092a.png,https://www.crowncastle.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,16-09-2022,BBB,High,1051470
220,cma,73.3200,54.9900,-24.999999999999993,-4.999999999999998,7.86,3.27,8.31,8.47,7.7,7.122000000000002,Comerica Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/9e86587471234fdad18123d132d5b66e368edaf5a527a6618c12a7f5cc1279bd.png,https://www.comerica.com/,B,Medium,BB,Medium,B,Medium,280,300,230,810,16-04-2022,BB,Medium,28412
221,dhi,41.3800,164.5500,297.65587240212665,59.53117448042533,4.24,6.33,11.48,16.54,13.84,10.486,D R Horton Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/397ce09a79a25513f426bce1f02302bbe45178c074100dbe1c09d74d3fcaaa80.png,https://www.drhorton.com/,B,Medium,B,Medium,B,Medium,250,271,205,726,17-04-2022,B,Medium,882184
222,dov,93.8000,177.1900,88.90191897654584,17.78038379530917,5.94,5.67,7.63,8.46,8.79,7.297999999999999,Dover Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/c1b83b1a-80eb-11ea-957d-00000000092a.png,https://www.dovercorporation.com/,A,High,BB,Medium,BB,Medium,500,320,305,1125,17-04-2022,BBB,High,29905
223,dri,121.4700,167.1500,37.605993249361994,7.521198649872399,5.82,3.16,4.31,7.42,7.97,5.736,Darden Restaurants Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/c375d95c-80eb-11ea-817c-00000000092a.png,https://www.darden.com,A,High,BB,Medium,BB,Medium,515,309,300,1124,17-04-2022,BBB,High,940944
224,ce,98.6100,171.8600,74.28252712706623,14.856505425413246,9.52,7.63,18.21,15.91,8.92,12.038,Celanese Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/9a354dde-80eb-11ea-9454-00000000092a.png,https://www.celanese.com/,A,High,BB,Medium,BB,Medium,500,319,300,1119,10-06-2022,BBB,High,1306830
225,dg,119.3000,156.0600,30.81307627829003,6.162615255658006,6.03,6.74,10.61,10.16,10.68,8.844,Dollar General Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/f9e89aa6-82a3-11ea-bcf8-00000000092a.png,https://www.dollargeneral.com/,B,Medium,B,Medium,B,Medium,247,222,200,669,17-04-2022,B,Medium,29534
226,cmg,710.3100,2906.7700,309.225549408005,61.845109881601005,14.07,10.72,25.42,32.8,44.87,25.576,Chipotle Mexican Grill Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/a551a6c2-80eb-11ea-a89e-00000000092a.png,https://www.chipotle.com/,B,Medium,B,Medium,B,Medium,210,241,213,664,16-04-2022,B,Medium,1058090
227,dgx,89.9200,133.1100,48.03158362989325,9.60631672597865,6.56,11.15,14.23,9.92,8.71,10.114,Quest Diagnostics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/bcfcc2be-80eb-11ea-b2d4-00000000092a.png,https://www.questdiagnostics.com/,B,Medium,BB,Medium,B,Medium,230,300,205,735,19-04-2022,B,Medium,1022079
228,ccl,50.7200,16.3400,-67.78391167192427,-13.556782334384854,4.4,-7.29,-7.06,-4.73,-0.07,-2.9499999999999997,Carnival Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/9994e2b0-80eb-11ea-a0cb-00000000092a.png,https://www.carnivalcorp.com/,A,High,BB,Medium,BB,Medium,515,326,320,1161,16-04-2022,BBB,High,815097
229,chd,71.2300,104.3100,46.44110627544573,9.288221255089146,2.48,2.83,3.03,1.68,3.1,2.624,Church & Dwight Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/80497981115775795530c2304913f6f51722baec9f0cd47eb4115e3d16f2ff4b.png,https://churchdwight.com/,A,High,BB,Medium,BB,Medium,578,341,348,1267,16-04-2022,A,High,313927
230,dfs,71.1600,131.0900,84.2186621697583,16.84373243395166,9.08,3.59,17.77,15.49,11.25,11.436000000000002,Discover Financial Services,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/bcb852c0-80eb-11ea-b6e7-00000000092a.png,https://www.discover.com/,BB,Medium,BB,Medium,BB,Medium,335,321,313,969,17-04-2022,BBB,High,1393612
231,duk,90.0000,96.7100,7.455555555555549,1.4911111111111097,5.06,5.12,5.23,5.33,5.56,5.26,Duke Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/c6386312-80eb-11ea-a9c6-00000000092a.png,https://www.duke-energy.com/,AA,Excellent,BB,Medium,BB,Medium,604,362,328,1294,17-04-2022,A,High,1326160
232,cf,40.8800,83.2100,103.54696673189821,20.709393346379642,2.09,1.51,4.29,16.95,8.33,6.634,CF Industries Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/9b57a636-80eb-11ea-8738-00000000092a.png,https://www.cfindustries.com/,A,High,BB,Medium,BB,Medium,525,307,310,1142,16-04-2022,BBB,High,1324404
233,dvn,31.5600,50.1800,58.99873257287707,11.799746514575414,1.24,-0.4289,3.52,8.31,5.7,3.6682200000000003,Devon Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/c6b217be-80eb-11ea-af1d-00000000092a.png,https://www.devonenergy.com/,A,High,BB,Medium,BB,Medium,570,301,300,1171,17-04-2022,BBB,High,1090012
234,ecl,176.5400,230.9000,30.791888523847295,6.158377704769459,5.82,4.16,4.82,4.49,5.21,4.9,Ecolab Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/310f9a68901ccb666997c890b733d4af9872166796de8310822ee896fb970a3f.png,https://www.ecolab.com/,A,High,BB,Medium,BB,Medium,547,373,325,1245,17-04-2022,A,High,31462
235,hd,191.8900,383.6000,99.906196258273,19.9812392516546,9.89,10.25,11.93,15.52,16.68,12.854000000000003,Home Depot Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/f3d21b34-80eb-11ea-9fb5-00000000092a.png,https://www.homedepot.com/,B,Medium,BB,Medium,B,Medium,230,317,205,752,17-04-2022,BB,Medium,354950
236,dte,124.7400,112.1400,-10.101010101010097,-2.0202020202020194,6.3,7.19,6.91,6.1,5.73,6.446000000000001,DTE Energy Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/c4c6a66c-80eb-11ea-a459-00000000092a.png,https://www.newlook.dteenergy.com/,A,High,BB,Medium,B,Medium,592,313,210,1115,17-04-2022,BBB,High,936340
237,eix,61.9200,70.7300,14.228036175710598,2.8456072351421193,4.7,4.49,4.58,4.64,4.76,4.6339999999999995,Edison International,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/cbccd574-80eb-11ea-ac7b-00000000092a.png,https://www.edison.com/,AA,Excellent,A,High,BB,Medium,700,513,315,1528,17-04-2022,A,High,827052
238,glw,33.1000,32.9600,-0.42296072507553045,-0.08459214501510609,1.75,1.4,2.08,2.09,1.7,1.8039999999999998,Corning Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/ec2c31c6-80eb-11ea-946c-00000000092a.png,https://www.corning.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,16-04-2022,B,Medium,24741
239,dva,54.2900,138.0500,154.28255664026528,30.856511328053056,5.52,7.25,9.11,5.63,7.4,6.981999999999999,DaVita Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/c5ccdcdc-80eb-11ea-9165-00000000092a.png,https://www.davita.com/,B,Medium,BB,Medium,BB,Medium,260,332,300,892,17-04-2022,BB,Medium,927066
240,wdc,48.0600,68.2400,41.989180191427366,8.397836038285472,4.83,3.04,4.52,8.22,-3.57,3.408,Western Digital Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/614eaedc2d32b02535d899770c447ff80b1fef23bd17a0f30cec4ea863891044.png,https://www.westerndigital.com/,A,High,BB,Medium,B,Medium,545,339,260,1144,20-04-2022,BBB,High,106040
241,gs,191.9900,417.6900,117.55820615657065,23.51164123131413,21,31.13,59.36,30.06,23.9,33.089999999999996,Goldman Sachs Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/7ba3bd9e8fc91f97252e3b58f24fe98824e71ab51ac7805cec819dc88f10e7de.png,https://www.goldmansachs.com/,A,High,BB,Medium,BB,Medium,525,305,305,1135,17-04-2022,BBB,High,886982
242,dxc,64.3100,21.2100,-67.01912610791479,-13.403825221582958,8.37,5.57,2.43,3.49,3.47,4.6659999999999995,DXC Technology Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/12afb9ee-8279-11ea-a94d-00000000092a.png,https://dxc.com/us/en,A,High,BB,Medium,BB,Medium,505,326,305,1136,10-06-2022,BBB,High,1688568
243,etn,80.5600,312.6800,288.1330685203575,57.626613704071495,5.68,4.25,6.63,7.57,9.11,6.647999999999999,Eaton Corporation PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/d2178ec6-80eb-11ea-a096-00000000092a.png,https://www.eaton.com/,A,High,BB,Medium,BB,Medium,520,328,320,1168,17-04-2022,BBB,High,1551182
244,ed,84.8100,90.8100,7.074637424831977,1.4149274849663953,4.38,4.18,4.38,4.55,5.06,4.51,Consolidated Edison Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/24f921dc-8279-11ea-9a09-00000000092a.png,https://www.conedison.com/,AA,Excellent,BB,Medium,BB,Medium,700,358,300,1358,16-04-2022,A,High,1047862
245,hsy,114.8300,194.5000,69.38082382652617,13.876164765305234,5.79,6.29,7.18,8.52,9.59,7.473999999999999,Hershey Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/f2b115ad22f1c30d69a33526154bd236297b2162d2cc21642cd3b508818b4d3b.png,https://www.thehersheycompany.com/,A,High,BB,Medium,BB,Medium,525,361,300,1186,17-04-2022,BBB,High,47111
246,jnj,139.7900,158.1900,13.162601044423782,2.6325202088847566,8.68,8.03,9.8,10.16,10.43,9.42,Johnson & Johnson,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/0a900736-80ec-11ea-8224-00000000092a.png,https://www.jnj.com/,A,High,BB,Medium,BB,Medium,565,308,300,1173,18-04-2022,BBB,High,200406
247,jpm,101.2300,200.3000,97.86624518423392,19.573249036846782,10.41,8.87,15.44,12.44,16.84,12.8,JPMorgan Chase & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/0bf9570a-80ec-11ea-9e21-00000000092a.png,https://www.jpmorganchase.com/,A,High,BB,Medium,BB,Medium,505,319,338,1162,18-04-2022,BBB,High,19617
248,ko,46.8600,61.1800,30.559112249253097,6.111822449850619,2.11,1.95,2.33,2.48,2.69,2.312,Coca-Cola Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,https://static.finnhub.io/logo/12f0377a-80ec-11ea-896a-00000000092a.png,https://www.coca-colacompany.com/,B,Medium,B,Medium,B,Medium,200,201,200,601,16-04-2022,B,Medium,21344
249,kmx,69.8000,87.1100,24.799426934097426,4.959885386819485,4.79,5.33,4.33,6.96,3.03,4.888,Carmax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/2879f1e14e28ba6a8ddfa0976c76da74189bd418a0c3505ebd333d3c7efb1b85.png,https://www.carmax.com/,B,Medium,B,Medium,BB,Medium,251,237,300,788,16-04-2022,BB,Medium,1170010
250,ldos,64.0900,131.0900,104.54048993602744,20.908097987205487,3.39,5.39,5.84,6.61,6.58,5.562,Leidos Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/6a70aab0-80ec-11ea-b140-00000000092a.png,https://www.leidos.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,1336920
251,leg,42.2200,19.1500,-54.64234959734723,-10.928469919469446,2.57,2.13,2.78,2.27,1.39,2.228,Leggett & Platt Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/5e2230cc2a5c21f9fa14b3e7606d0fac3df9217b811e3743301fa11c8fc0c684.png,https://leggett.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,58492
252,mcd,189.9000,281.9500,48.47288046340178,9.694576092680355,7.91,6.05,9.28,10.1,11.94,9.056000000000001,McDonald's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/1fc48922e8f6853d63649be8c022bc451941771d13aefd69960f6bd1c6e726ed.png,https://www.mcdonalds.com/us/en-us.html,A,High,BB,Medium,BB,Medium,505,326,305,1136,18-04-2022,BBB,High,63908
253,lin,175.9300,464.3200,163.92315125333937,32.784630250667874,7.35,8.24,10.69,12.29,14.21,10.556000000000001,Linde PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/b8fe2cdc-81d4-11ea-bd4e-00000000092a.png,https://www.linde.com/,B,Medium,B,Medium,B,Medium,210,240,275,725,20-04-2022,B,Medium,1707925
254,lumn,11.9900,1.5600,-86.98915763135946,-17.397831526271894,1.32,1.67,1.91,1.55,0.19,1.328,Lumen Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,https://static.finnhub.io/logo/b2f04cc0-80eb-11ea-a434-00000000092a.png,https://www.centurylink.com/,A,High,BB,Medium,BB,Medium,535,327,305,1167,10-06-2022,BBB,High,18926
255,lyb,84.0800,102.2800,21.646051379638443,4.3292102759276885,9.58,5.68,18.19,12.44,8.8,10.938,LyondellBasell Industries NV,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/d3871fc8-80c9-11ea-8168-00000000092a.png,https://www.lyondellbasell.com/,A,High,BB,Medium,BB,Medium,587,352,330,1269,18-04-2022,A,High,1489393
256,mco,181.0900,393.0300,117.03572809100444,23.40714561820089,8.29,10.14,12.3,8.56,9.91,9.84,Moody's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/21b77074-80ec-11ea-a2fe-00000000092a.png,https://www.moodys.com/,A,High,BB,Medium,B,Medium,515,308,235,1058,18-04-2022,BBB,High,1059556
257,mck,117.0600,536.8500,358.6109687339826,71.72219374679652,13.59,14.99,17.22,23.69,25.98,19.094,Mckesson Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/20acef66-80ec-11ea-9004-00000000092a.png,https://www.mckesson.com/,A,High,BB,Medium,BB,Medium,500,303,310,1113,18-04-2022,BBB,High,927653
258,mas,39.3100,78.8800,100.66140931060797,20.132281862121594,2.54,3.09,3.69,3.72,3.89,3.386,Masco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/f733abfaa82424a088ae7010ead7d371b7f6579b20393e2cf842ecda43a4e1e6.png,https://masco.com/,A,High,BB,Medium,BB,Medium,522,323,305,1150,18-04-2022,BBB,High,62996
259,low,109.4700,254.7300,132.69388873664016,26.538777747328034,5.1,5.72,8.83,11.97,13.73,9.07,Lowe's Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/1a543662-80ec-11ea-962e-00000000092a.png,http://media.lowes.com/,B,Medium,B,Medium,B,Medium,218,200,200,618,18-04-2022,B,Medium,60667
260,mdt,91.0800,87.1500,-4.314888010540177,-0.8629776021080353,5.22,4.59,4.43,5.62,5.3,5.031999999999999,Medtronic PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/23418fdc-80ec-11ea-b2ad-00000000092a.png,https://www.medtronic.com/,A,High,BB,Medium,BB,Medium,515,308,315,1138,18-04-2022,BBB,High,1613103
261,mkc,150.6300,76.8100,-49.007501825665535,-9.801500365133107,2.68,2.84,3.05,2.53,2.69,2.758,McCormick & Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/283299b6-80ec-11ea-a748-00000000092a.png,https://www.mccormick.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,63754
262,met,42.5700,74.1100,74.08973455485082,14.817946910970164,6.11,6.17,9.13,6.84,7.34,7.118,MetLife Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/23fa7ee8-80ec-11ea-b9be-00000000092a.png,https://www.metlife.com/,A,High,BB,Medium,BB,Medium,517,305,305,1127,18-04-2022,BBB,High,1099219
263,mgm,25.6600,47.2100,83.98285268901013,16.796570537802026,0.21,-2.03,-0.67,-2.88,2.73,-0.5279999999999999,MGM Resorts International,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/2545909a-80ec-11ea-ac68-00000000092a.png,https://www.mgmresorts.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,789570
264,mmc,93.9000,205.9800,119.36102236421722,23.872204472843443,4.66,4.97,6.18,6.84,7.88,6.106,Marsh & McLennan Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/0dcbb2b38c092b479f704d3951261861da99b7990ad086d13815d96c4a79c5ea.png,https://www.marshmclennan.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,18-04-2022,BBB,High,62709
265,mo,57.4300,43.6200,-24.046665505833193,-4.809333101166638,4.21,4.36,4.61,4.84,4.95,4.593999999999999,Altria Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,https://static.finnhub.io/logo/002a95625a927e5c06c8491f073040b874a1ab4f55d0e779c5e5492ff0e3239d.png,https://www.altria.com/,A,High,BB,Medium,BB,Medium,500,327,341,1168,16-04-2022,BBB,High,764180
266,bwa,38.4100,34.7400,-9.554803436605038,-1.9109606873210077,4.13,2.69,4.15,4.6,4.32,3.978,Borgwarner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/fcb21b76-8278-11ea-affb-00000000092a.png,https://www.borgwarner.com/,B,Medium,B,Medium,B,Medium,260,206,230,696,16-04-2022,B,Medium,908255
267,mrk,83.1700,131.9500,58.65095587351207,11.730191174702414,5.19,5.93,6.26,7.48,1.5,5.272,Merck & Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/2eedcaa6-80ec-11ea-853f-00000000092a.png,https://www.merck.com/,A,High,BB,Medium,BB,Medium,500,305,315,1120,18-04-2022,BBB,High,310158
268,mro,16.7100,28.3400,69.59904248952722,13.919808497905445,0.55,-1.16,1.59,4.46,2.61,1.61,Marathon Oil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/2f57969a-80ec-11ea-a60d-00000000092a.png,https://www.marathonoil.com/,A,High,BB,Medium,BB,Medium,530,313,305,1148,21-04-2022,BBB,High,101778
269,mpc,59.8500,201.5000,236.6750208855472,47.33500417710944,4.83,-3.43,2.5,26.56,23.53,10.798,Marathon Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/3fcc7474-80cb-11ea-83e4-00000000092a.png,https://www.marathonpetroleum.com/,AA,Excellent,BB,Medium,BB,Medium,700,366,315,1381,18-04-2022,A,High,1510295
270,ms,42.2000,94.1600,123.12796208530803,24.625592417061604,5.19,6.55,8.03,6.14,5.31,6.244,Morgan Stanley,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png,https://www.morganstanley.com/,A,High,BB,Medium,BB,Medium,555,303,320,1178,18-04-2022,BBB,High,895421
271,mtb,157.0200,145.4400,-7.37485670615209,-1.474971341230418,14.03,9.94,13.86,11.52,16.65,13.2,M&T Bank Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/30d4609c-80ec-11ea-8ba5-00000000092a.png,https://www.mtb.com/,A,High,BB,Medium,B,Medium,500,303,260,1063,18-04-2022,BBB,High,36270
272,mtd,723.0000,1331.2900,84.134163208852,16.8268326417704,22.81,25.57,33.91,39.54,38.08,31.982,Mettler-Toledo International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTD.svg,https://www.mt.com/,A,High,BB,Medium,B,Medium,505,300,240,1045,18-04-2022,BBB,High,1037646
273,msi,140.4200,354.9800,152.79874661729102,30.559749323458202,7.95,7.69,9.14,10.37,11.96,9.422,Motorola Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,https://static.finnhub.io/logo/2d51c630-80ec-11ea-be27-00000000092a.png,https://www.motorolasolutions.com,A,High,BB,Medium,BB,Medium,505,305,347,1157,18-04-2022,BBB,High,68505
274,nee,193.3200,63.9100,-66.94082350506932,-13.388164701013864,2.1,2.32,2.54,2.91,3.18,2.61,Nextera Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/e1c67092-80eb-11ea-b610-00000000092a.png,https://www.nexteraenergy.com/,AA,Excellent,BB,Medium,BB,Medium,668,306,313,1287,18-04-2022,A,High,753308
275,msci,198.8400,560.4500,181.8597867632267,36.37195735264534,6.44,7.83,9.95,11.45,13.53,9.839999999999998,MSCI Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/353f2fa2-80ec-11ea-84d6-00000000092a.png,https://www.msci.com/,A,High,BB,Medium,BB,Medium,580,347,335,1262,18-04-2022,A,High,1408198
